,team,conference,tempo_adj,off_eff_adj,def_eff_adj,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,EffHgt,C-Hgt,Bench,Continuity,Experience,3P%,FT%,3PA%,SOS
12,Arkansas,SEC,0.6521739130434785,0.6586956521739131,0.20643431635388731,0.6385542168674703,0.31746031746031755,0.4049586776859505,0.5215686274509803,0.2867647058823528,0.5259259259259261,0.38983050847457634,0.36337209302325585,0.8166666666666667,0.8,0.6512345679012348,0.1244979919678715,0.4313186813186813,0.49624060150375904,0.6050420168067232,0.48048048048048053,0.8199233716475096
13,Arkansas Pine Bluff,SWAC,0.7763975155279503,0.26956521739130435,0.9008042895442356,0.49397590361445776,0.6269841269841269,0.35123966942148754,0.4156862745098038,0.8749999999999996,0.4666666666666668,0.7457627118644068,0.6860465116279071,0.48333333333333334,0.3466666666666667,0.9135802469135805,0.04685408299866131,0.1813186813186813,0.32330827067669166,0.0,0.5165165165165164,0.10089399744572158
14,Arkansas St.,SB,0.683229813664596,0.5978260869565217,0.39410187667560326,0.4337349397590362,0.19841269841269848,0.6694214876033057,0.47058823529411775,0.09558823529411775,0.4814814814814814,0.5084745762711864,0.6017441860465116,0.3666666666666667,0.36000000000000004,0.5123456790123457,0.5903614457831325,0.5659340659340659,0.3834586466165413,0.5924369747899161,0.7177177177177179,0.29853128991060024
15,Army,PL,0.5403726708074537,0.3739130434782607,0.7184986595174263,0.4578313253012052,0.17460317460317454,0.3305785123966941,0.14117647058823524,0.6838235294117649,0.40740740740740744,0.4463276836158192,0.2965116279069769,0.2,0.21333333333333337,0.4567901234567901,0.646586345381526,0.47252747252747246,0.3082706766917296,0.3991596638655466,0.6126126126126128,0.12867177522349937
16,Auburn,SEC,0.5465838509316763,0.9956521739130435,0.15817694369973223,0.8192771084337354,0.07142857142857151,0.6818181818181815,0.44313725490196076,0.11764705882352944,0.5111111111111111,0.5028248587570623,0.6482558139534884,0.5833333333333334,0.5466666666666666,0.6111111111111112,0.7336010709504684,0.769230769230769,0.7593984962406015,0.6302521008403361,0.5975975975975978,0.983397190293742
17,Austin Peay,ASun,0.45341614906832284,0.4173913043478261,0.6327077747989276,0.3975903614457832,0.18253968253968267,0.3305785123966941,0.26274509803921564,0.6911764705882351,0.4666666666666668,0.5536723163841808,0.555232558139535,0.26666666666666666,0.25333333333333335,0.6018518518518521,0.35876840696117807,0.2582417582417582,0.5488721804511281,0.5168067226890756,0.5855855855855856,0.3160919540229885
18,BYU,B12,0.5217391304347831,0.8782608695652174,0.3512064343163539,0.9096385542168677,0.404761904761905,0.6404958677685949,0.3137254901960784,0.4558823529411766,0.49629629629629624,0.25988700564971756,0.3662790697674419,0.5166666666666667,0.3866666666666667,0.8549382716049383,0.5461847389558232,0.5302197802197801,0.7819548872180451,0.48319327731092443,0.8288288288288288,0.7327586206896551
19,Ball St.,MAC,0.47204968944099424,0.45217391304347854,0.6782841823056298,0.5542168674698793,0.3095238095238094,0.3553719008264461,0.8745098039215684,0.5294117647058822,0.2666666666666666,0.36723163841807915,0.4011627906976744,0.5333333333333333,0.4666666666666667,0.47839506172839513,0.3614457831325301,0.6538461538461537,0.5939849624060152,0.47478991596638664,0.4924924924924925,0.17209450830140482
20,Baylor,B12,0.3540372670807459,0.8304347826086957,0.32707774798927636,0.5662650602409638,0.2857142857142859,0.7355371900826447,0.34509803921568616,0.5,0.6148148148148149,0.5536723163841808,0.48255813953488375,0.33333333333333337,0.2666666666666667,0.44135802469135804,0.3788487282463186,0.7527472527472527,0.6015037593984967,0.6554621848739495,0.5855855855855856,0.8780332056194126
21,Bellarmine,ASun,0.45341614906832284,0.46086956521739153,0.9088471849865956,0.6987951807228918,0.38888888888888873,0.09917355371900816,0.16862745098039222,0.9999999999999996,0.36296296296296293,0.49717514124293793,0.5203488372093021,0.23333333333333334,0.14666666666666672,0.9197530864197532,0.3708165997322624,0.36538461538461536,0.6691729323308273,0.7394957983193278,0.6756756756756759,0.2547892720306513
22,Belmont,MVC,0.7267080745341614,0.6456521739130434,0.5737265415549602,0.7650602409638552,0.2698412698412699,0.38842975206611563,0.15294117647058836,0.6838235294117649,0.5259259259259261,0.45197740112994356,0.2936046511627907,0.5666666666666667,0.3466666666666667,0.45061728395061734,0.33065595716198126,0.3818681318681318,0.8571428571428572,0.5168067226890756,0.7177177177177179,0.3780332056194125
23,Bethune Cookman,SWAC,0.6335403726708071,0.31956521739130417,0.5469168900804293,0.3674698795180724,0.5555555555555555,0.4545454545454545,0.5372549019607842,0.3235294117647056,0.45925925925925926,0.48587570621468923,0.4505813953488372,0.31666666666666665,0.21333333333333337,0.5061728395061729,0.2423025435073628,0.43956043956043955,0.3909774436090223,0.42016806722689104,0.39639639639639634,0.19763729246487868
24,Binghamton,AE,0.4285714285714288,0.35217391304347845,0.675603217158177,0.572289156626506,0.5634920634920636,0.3760330578512395,0.4509803921568629,0.3897058823529411,0.1703703703703705,0.31073446327683607,0.43604651162790703,0.35000000000000003,0.21333333333333337,0.30864197530864207,0.5957161981258366,0.510989010989011,0.6541353383458648,0.46638655462184886,0.4624624624624625,0.13601532567049807
25,Boise St.,MWC,0.3975155279503104,0.7260869565217394,0.3351206434316354,0.6024096385542168,0.3492063492063492,0.6363636363636364,0.6666666666666667,0.38235294117647056,0.40740740740740744,0.06779661016949179,0.41569767441860467,0.43333333333333335,0.3066666666666667,0.5401234567901236,0.4471218206157965,0.5851648351648351,0.32330827067669166,0.7941176470588238,0.6786786786786787,0.5820561941251596
26,Boston College,ACC,0.49068322981366475,0.4956521739130435,0.5281501340482575,0.4096385542168677,0.38095238095238104,0.4545454545454545,0.3647058823529412,0.5514705882352939,0.37037037037037046,0.48587570621468923,0.5872093023255813,0.3666666666666667,0.3466666666666667,0.7191358024691359,0.1967871485943775,0.4752747252747252,0.5789473684210527,0.53781512605042,0.36936936936936937,0.5510855683269477
27,Boston University,PL,0.2608695652173916,0.3565217391304347,0.6380697050938338,0.48795180722891596,0.6428571428571429,0.6074380165289256,0.33333333333333326,0.5808823529411762,0.45185185185185195,0.11299435028248594,0.4389534883720931,0.5333333333333333,0.52,0.7160493827160495,0.8433734939759037,0.37362637362637363,0.47368421052631593,0.3319327731092443,0.6366366366366367,0.10887611749680715
28,Bowling Green,MAC,0.6149068322981366,0.3543478260869566,0.5978552278820377,0.463855421686747,0.39682539682539686,0.318181818181818,0.48235294117647043,0.6029411764705883,0.5111111111111111,0.34463276836158196,0.37500000000000006,0.35000000000000003,0.33333333333333337,0.4166666666666668,0.29852744310575635,0.3489010989010989,0.518796992481203,0.6596638655462188,0.5675675675675675,0.16730523627075353
29,Bradley,MVC,0.42236024844720443,0.6282608695652174,0.4530831099195711,0.8855421686746987,0.38095238095238104,0.35123966942148754,0.3999999999999999,0.25735294117647056,0.3851851851851851,0.37853107344632786,0.5406976744186047,0.65,0.5733333333333334,0.47222222222222227,0.7938420348058902,0.5494505494505494,1.0,0.7016806722689077,0.6366366366366367,0.3818646232439336
30,Brown,Ivy,0.43478260869565233,0.44565217391304324,0.5174262734584452,0.5421686746987953,0.3650793650793652,0.5082644628099174,0.22745098039215694,0.36029411764705843,0.3851851851851851,0.5254237288135593,0.3546511627906978,0.16666666666666669,0.16000000000000003,0.4969135802469136,0.5823293172690763,0.4697802197802197,0.48120300751879697,0.17647058823529438,0.5945945945945947,0.25957854406130265
31,Bryant,AE,0.8447204968944098,0.5239130434782611,0.48257372654155484,0.536144578313253,0.31746031746031755,0.6776859504132232,0.32156862745098036,0.24264705882352944,0.4370370370370369,0.4180790960451979,0.38081395348837216,0.5333333333333333,0.4266666666666667,0.26851851851851855,0.5756358768406962,0.7197802197802198,0.5037593984962405,0.53781512605042,0.4234234234234233,0.15453384418901658
32,Bucknell,PL,0.5217391304347831,0.4369565217391307,0.5388739946380694,0.7048192771084336,0.4841269841269843,0.33884297520661144,0.5686274509803921,0.4338235294117645,0.4814814814814814,0.3728813559322035,0.5377906976744187,0.6,0.6266666666666667,0.37345679012345684,0.8406961178045514,0.478021978021978,0.6466165413533833,0.3109243697478994,0.6096096096096097,0.14144316730523626
33,Buffalo,MAC,0.7391304347826084,0.29565217391304377,0.7050938337801607,0.40361445783132543,0.5555555555555555,0.2892561983471075,0.41176470588235303,0.7205882352941178,0.4222222222222223,0.5593220338983051,0.41569767441860467,0.5333333333333333,0.44,0.5246913580246915,0.41767068273092367,0.19505494505494503,0.27819548872180455,0.4579831932773115,0.6996996996996998,0.2752234993614304
34,Butler,BE,0.5341614906832302,0.7282608695652175,0.48525469168900814,0.6566265060240966,0.3095238095238094,0.3553719008264461,0.5921568627450979,0.375,0.07407407407407418,0.4463276836158192,0.10174418604651164,0.75,0.6933333333333334,0.36419753086419754,0.7684069611780455,0.7912087912087911,0.744360902255639,0.6386554621848743,0.6066066066066067,0.7416985951468711
35,CSUN,BW,0.8385093167701863,0.576086956521739,0.4423592493297588,0.5843373493975901,0.5079365079365078,0.7272727272727272,0.5333333333333332,0.40441176470588225,0.7407407407407407,0.1525423728813562,0.8197674418604652,0.30000000000000004,0.25333333333333335,0.4444444444444445,0.38420348058902276,0.5027472527472527,0.6240601503759398,0.6008403361344539,0.30330330330330335,0.303639846743295
36,Cal Baptist,WAC,0.4285714285714288,0.5043478260869565,0.49865951742627335,0.3734939759036142,0.4126984126984127,0.6404958677685949,0.2941176470588236,0.4191176470588234,0.5629629629629631,0.46327683615819226,0.4796511627906977,0.43333333333333335,0.41333333333333333,0.654320987654321,0.3360107095046854,0.5769230769230769,0.37593984962406024,0.7016806722689077,0.4294294294294294,0.320242656449553
37,Cal Poly,BW,0.9689440993788825,0.5847826086956525,0.6327077747989276,0.7891566265060241,0.6507936507936508,0.4049586776859505,0.18039215686274512,0.6470588235294117,0.6370370370370371,0.6666666666666667,0.4505813953488372,0.050000000000000044,0.053333333333333344,0.47222222222222227,0.2637215528781794,0.239010989010989,0.7218045112781954,0.7521008403361349,0.912912912912913,0.4230523627075351
38,Cal St. Bakersfield,BW,0.44720496894409933,0.5152173913043481,0.6675603217158179,0.3674698795180724,0.5000000000000001,0.7355371900826447,0.48235294117647043,0.7279411764705879,0.6222222222222222,0.4689265536723164,0.872093023255814,0.2,0.14666666666666672,0.6018518518518521,0.5207496653279785,0.3846153846153845,0.7894736842105265,0.76890756302521,0.23123123123123124,0.3540868454661558
39,Cal St. Fullerton,BW,0.5776397515527947,0.24347826086956537,0.6621983914209117,0.12650602409638578,0.6984126984126985,0.33471074380165267,0.6666666666666667,0.7279411764705879,0.41481481481481497,0.47457627118644075,0.5,0.48333333333333334,0.4266666666666667,0.8919753086419755,0.37617135207496655,0.2582417582417582,0.022556390977443552,0.6218487394957983,0.40240240240240244,0.44572158365261816
40,California,ACC,0.5403726708074537,0.6239130434782607,0.5120643431635385,0.34337349397590344,0.32539682539682546,0.6983471074380166,0.6549019607843136,0.6323529411764706,0.4296296296296298,0.4180790960451979,0.4622093023255814,0.4666666666666667,0.4,0.5679012345679013,0.006693440428380187,0.6346153846153846,0.3609022556390977,0.6554621848739495,0.5135135135135134,0.59514687100894
41,Campbell,CAA,0.43478260869565233,0.4130434782608694,0.49865951742627335,0.47590361445783147,0.261904761904762,0.28099173553719015,0.2941176470588236,0.5882352941176467,0.6148148148148149,0.35593220338983045,0.3779069767441861,0.35000000000000003,0.2666666666666667,0.46913580246913583,0.3989290495314592,0.44505494505494503,0.3909774436090223,0.7310924369747904,0.6336336336336337,0.24201787994891444
42,Canisius,MAAC,0.45341614906832284,0.3565217391304347,0.9222520107238608,0.5481927710843375,0.47619047619047616,0.02066115702479332,0.04313725490196085,0.9191176470588229,0.4370370370370369,0.7288135593220337,0.42151162790697677,0.30000000000000004,0.21333333333333337,0.271604938271605,0.1686746987951807,0.3296703296703296,0.7518796992481205,0.710084033613446,0.6216216216216217,0.2231800766283525
43,Central Arkansas,ASun,0.46583850931676984,0.326086956521739,0.7587131367292224,0.3192771084337349,0.4523809523809522,0.44214876033057837,0.2588235294117647,0.9117647058823528,0.45925925925925926,0.48587570621468923,0.16569767441860478,0.5166666666666667,0.41333333333333333,0.6728395061728396,0.22088353413654618,0.18681318681318682,0.21804511278195493,0.5462184873949583,0.8138138138138138,0.2950191570881226
44,Central Connecticut,NEC,0.4285714285714288,0.37173913043478257,0.3753351206434319,0.608433734939759,0.3730158730158729,0.35950413223140487,0.1450980392156862,0.24264705882352944,0.5629629629629631,0.22033898305084754,0.05813953488372098,0.33333333333333337,0.22666666666666668,0.5185185185185186,0.680053547523427,0.4478021978021977,0.46616541353383445,0.651260504201681,0.4234234234234233,0.0
45,Central Michigan,MAC,0.5155279503105588,0.49347826086956537,0.5603217158176945,0.463855421686747,0.404761904761905,0.5909090909090909,0.5333333333333332,0.6397058823529411,0.5703703703703704,0.4350282485875707,0.41860465116279083,0.38333333333333336,0.4266666666666667,0.14506172839506176,0.3708165997322624,0.4258241758241758,0.3458646616541352,0.596638655462185,0.3783783783783783,0.30204342273307794
46,Charleston,CAA,0.695652173913043,0.5086956521739132,0.479892761394102,0.6204819277108435,0.2936507936507936,0.35950413223140487,0.4862745098039216,0.4191176470588234,0.4370370370370369,0.38983050847457634,0.2790697674418606,0.6,0.5466666666666666,0.425925925925926,0.3266398929049531,0.5796703296703296,0.6616541353383458,0.5084033613445378,0.5795795795795795,0.29182630906768836
47,Charleston Southern,BSth,0.5279503105590058,0.37173913043478257,0.6461126005361928,0.3975903614457832,0.5873015873015871,0.5537190082644626,0.8509803921568626,0.6617647058823528,0.22222222222222232,0.384180790960452,0.47674418604651164,0.4666666666666667,0.44,0.19135802469135804,0.44176706827309237,0.618131868131868,0.3007518796992481,0.3067226890756305,0.6396396396396398,0.37484035759897827
48,Charlotte,Amer,0.3726708074534164,0.4760869565217394,0.6648793565683646,0.3734939759036142,0.2063492063492064,0.31404958677685946,0.803921568627451,0.7205882352941178,0.3037037037037038,0.44067796610169485,0.5843023255813953,0.4,0.29333333333333333,0.5061728395061729,0.4538152610441767,0.4972527472527472,0.32330827067669166,0.6806722689075633,0.6066066066066067,0.36973180076628354
49,Chattanooga,SC,0.47204968944099424,0.7086956521739134,0.60857908847185,0.8674698795180724,0.23015873015873012,0.3305785123966941,0.3647058823529412,0.5,0.4296296296296298,0.48587570621468923,0.4912790697674418,0.45,0.4,0.5246913580246915,0.4310575635876841,0.47252747252747246,0.7593984962406015,0.7521008403361349,0.7387387387387387,0.2889527458492976
50,Chicago St.,NEC,0.5838509316770191,0.19999999999999996,0.7694369973190351,0.13855421686746983,0.47619047619047616,0.19834710743801653,0.18039215686274512,0.7720588235294117,0.5703703703703704,0.6892655367231639,0.5813953488372092,0.16666666666666669,0.18666666666666668,0.5586419753086422,0.24096385542168675,0.217032967032967,0.29323308270676707,0.48319327731092443,0.6066066066066067,0.27426564495530015
51,Cincinnati,B12,0.4099378881987583,0.6065217391304347,0.21983914209115296,0.5301204819277108,0.23809523809523803,0.599173553719008,0.04705882352941171,0.30882352941176494,0.6814814814814814,0.4915254237288136,0.21511627906976755,0.6833333333333333,0.6533333333333333,0.6296296296296298,0.8018741633199464,0.6016483516483515,0.3984962406015038,0.32773109243697496,0.5225225225225225,0.7413793103448276
52,Clemson,ACC,0.33540372670807495,0.7847826086956522,0.1930294906166221,0.6927710843373496,0.25396825396825384,0.6570247933884298,0.23529411764705888,0.3308823529411762,0.7111111111111112,0.4802259887005649,0.31104651162790703,0.7,0.6133333333333334,0.38271604938271614,0.6198125836680053,0.8296703296703296,0.7894736842105265,0.7394957983193278,0.5315315315315314,0.64272030651341
53,Cleveland St.,Horz,0.4037267080745339,0.4586956521739134,0.44504021447721165,0.4337349397590362,0.46031746031746035,0.6900826446280991,0.34509803921568616,0.4558823529411766,0.8740740740740742,0.7175141242937855,0.6162790697674418,0.38333333333333336,0.33333333333333337,0.4166666666666668,0.4511378848728247,0.49999999999999994,0.43609022556390986,0.5504201680672267,0.36036036036036045,0.23722860791826308
54,Coastal Carolina,SB,0.273291925465839,0.38695652173913087,0.7479892761394105,0.43975903614457845,0.46825396825396803,0.4628099173553718,0.47843137254901946,0.30882352941176494,0.0,0.41242937853107353,0.5813953488372092,0.7166666666666667,0.8133333333333334,0.5061728395061729,0.08567603748326641,0.19780219780219777,0.6090225563909772,0.4369747899159666,0.5555555555555556,0.21424010217113665
55,Colgate,PL,0.5217391304347831,0.4782608695652175,0.6729222520107236,0.7289156626506026,0.33333333333333337,0.24380165289256184,0.015686274509803977,0.6544117647058822,0.4296296296296298,0.31073446327683607,0.25000000000000006,0.4,0.45333333333333337,0.6358024691358026,0.6733601070950468,0.3489010989010989,0.6766917293233083,0.5924369747899161,0.6456456456456459,0.1966794380587484
56,Colorado,B12,0.5465838509316763,0.5695652173913042,0.3163538873994636,0.5120481927710845,0.6746031746031745,0.458677685950413,0.552941176470588,0.375,0.4370370370370369,0.38983050847457634,0.5203488372093021,0.6833333333333333,0.5333333333333333,0.8703703703703705,0.22088353413654618,0.3626373626373626,0.4135338345864663,0.6890756302521011,0.49849849849849837,0.8065134099616859
57,Colorado St.,MWC,0.44099378881987583,0.7304347826086957,0.3056300268096517,0.8253012048192772,0.38888888888888873,0.3553719008264461,0.3764705882352941,0.30147058823529393,0.45925925925925926,0.22033898305084754,0.4854651162790699,0.3666666666666667,0.29333333333333333,0.5339506172839505,0.4564926372155288,0.6565934065934066,0.744360902255639,0.7773109243697482,0.6636636636636637,0.5651340996168582
58,Columbia,Ivy,0.7391304347826084,0.5152173913043481,0.7613941018766757,0.632530120481928,0.23015873015873012,0.33471074380165267,0.28627450980392166,0.8823529411764706,0.4370370370370369,0.2994350282485876,0.247093023255814,0.45,0.41333333333333333,0.6111111111111112,0.888888888888889,0.574175824175824,0.5338345864661651,0.5798319327731094,0.5525525525525525,0.21551724137931033
59,Connecticut,BE,0.304347826086957,0.8543478260869566,0.4048257372654156,0.8072289156626504,0.3650793650793652,0.7355371900826447,0.3294117647058823,0.2867647058823528,0.37037037037037046,0.3389830508474576,0.6715116279069768,0.5666666666666667,0.48000000000000004,0.5030864197530864,0.5943775100401606,0.4807692307692307,0.6541353383458648,0.8445378151260505,0.6576576576576578,0.6998722860791826
60,Coppin St.,MEAC,0.5527950310559007,0.10217391304347823,0.6461126005361928,0.1144578313253013,0.7222222222222224,0.35950413223140487,0.556862745098039,0.8235294117647061,0.7407407407407407,0.7062146892655368,0.5872093023255813,0.35000000000000003,0.21333333333333337,0.6111111111111112,0.248995983935743,0.22527472527472522,0.17293233082706783,0.3697478991596639,0.3423423423423424,0.23946360153256704
61,Cornell,Ivy,0.7515527950310563,0.7021739130434785,0.6434316353887399,1.0,0.3412698412698413,0.318181818181818,0.25098039215686274,0.5735294117647061,0.3555555555555556,0.423728813559322,0.41860465116279083,0.33333333333333337,0.29333333333333333,0.49074074074074076,0.784471218206158,0.3928571428571428,0.8045112781954886,0.7226890756302522,0.8378378378378379,0.2959770114942529
62,Creighton,BE,0.5093167701863353,0.7456521739130435,0.28686327077747986,0.8253012048192772,0.44444444444444453,0.3760330578512395,0.24705882352941178,0.19117647058823506,0.0888888888888889,0.32768361581920913,0.0,0.9333333333333333,0.8133333333333334,0.40123456790123463,0.6211512717536813,0.7280219780219779,0.5413533834586466,0.6008403361344539,0.8498498498498499,0.7445721583652618
63,Dartmouth,Ivy,0.7515527950310563,0.38043478260869557,0.4262734584450403,0.49397590361445776,0.2936507936507936,0.20661157024793386,0.3176470588235294,0.34558823529411775,0.24444444444444446,0.19774011299435035,0.18313953488372098,0.2833333333333333,0.21333333333333337,0.38271604938271614,0.6760374832663989,0.434065934065934,0.5413533834586466,0.6764705882352939,0.7747747747747749,0.2541507024265645
64,Davidson,A10,0.44099378881987583,0.5891304347826087,0.5549597855227884,0.6204819277108435,0.16666666666666663,0.2727272727272726,0.27450980392156854,0.5882352941176467,0.36296296296296293,0.31073446327683607,0.3255813953488373,0.5333333333333333,0.49333333333333335,0.3117283950617284,0.7228915662650602,0.5247252747252746,0.5563909774436091,0.6722689075630255,0.6426426426426428,0.39272030651340994
65,Dayton,A10,0.44099378881987583,0.7173913043478259,0.4584450402144773,0.632530120481928,0.23809523809523803,0.487603305785124,0.6156862745098037,0.44117647058823506,0.5333333333333332,0.4180790960451979,0.4011627906976744,0.6,0.6133333333333334,0.4104938271604938,0.6412315930388219,0.8076923076923076,0.6691729323308273,0.69327731092437,0.5915915915915917,0.5335249042145593
66,DePaul,BE,0.5031055900621126,0.5869565217391306,0.47721179624664867,0.6385542168674703,0.4285714285714285,0.38842975206611563,0.20392156862745092,0.5147058823529411,0.37037037037037046,0.41242937853107353,0.3488372093023256,0.43333333333333335,0.37333333333333335,0.75,0.0,0.596153846153846,0.5939849624060152,0.4873949579831933,0.7717717717717718,0.644316730523627
67,Delaware,CAA,0.7142857142857144,0.5804347826086957,0.7345844504021448,0.7831325301204819,0.32539682539682546,0.19008264462809898,0.3058823529411765,0.5735294117647061,0.37037037037037046,0.6271186440677967,0.46511627906976744,0.23333333333333334,0.21333333333333337,0.1975308641975309,0.3788487282463186,0.3049450549450549,0.8270676691729326,0.785714285714286,0.5765765765765767,0.2825670498084291
68,Delaware St.,MEAC,0.7080745341614909,0.415217391304348,0.7158176943699734,0.40361445783132543,0.44444444444444453,0.6694214876033057,0.552941176470588,0.6911764705882351,0.7037037037037037,0.6045197740112995,0.6802325581395348,0.6666666666666667,0.5066666666666667,0.2808641975308643,0.4966532797858099,0.4478021978021977,0.6616541353383458,0.5588235294117649,0.0,0.10440613026819923
69,Denver,Sum,0.47204968944099424,0.3500000000000003,0.6353887399463809,0.49397590361445776,0.47619047619047616,0.3429752066115702,0.3686274509803922,0.7279411764705879,0.5259259259259261,0.4350282485875707,0.9563953488372092,0.38333333333333336,0.41333333333333333,0.7253086419753088,0.5341365461847389,0.24999999999999997,0.49624060150375904,0.6302521008403361,0.4864864864864864,0.32471264367816094
70,Detroit Mercy,Horz,0.5031055900621126,0.2717391304347825,0.6595174262734584,0.2108433734939763,0.5238095238095238,0.5826446280991734,0.26274509803921564,0.5,0.37037037037037046,0.5141242937853108,0.6656976744186045,0.4666666666666667,0.37333333333333335,0.666666666666667,0.13253012048192772,0.27197802197802196,0.49624060150375904,0.6008403361344539,0.23123123123123124,0.3090676883780332
71,Drake,MVC,0.0,0.6521739130434783,0.29490616621983934,0.7048192771084336,0.4841269841269843,0.7520661157024792,0.8156862745098039,0.5367647058823533,0.8592592592592594,0.24858757062146908,0.5494186046511627,0.23333333333333334,0.17333333333333337,0.31790123456790126,0.05890227576974565,0.09065934065934066,0.6240601503759398,0.49159663865546266,0.48348348348348336,0.3620689655172414
72,Drexel,CAA,0.2546583850931676,0.46304347826086967,0.4959785522788205,0.608433734939759,0.4841269841269843,0.628099173553719,0.07843137254901955,0.24999999999999956,0.288888888888889,0.4915254237288136,0.32848837209302334,0.33333333333333337,0.21333333333333337,0.2623456790123458,0.250334672021419,0.19780219780219777,0.6240601503759398,0.4537815126050422,0.4924924924924925,0.2305236270753512
73,Duke,ACC,0.4285714285714288,0.9869565217391305,0.06166219839142073,0.9216867469879517,0.1507936507936508,0.7190082644628101,0.388235294117647,0.007352941176470562,0.5333333333333332,0.2881355932203391,0.247093023255814,0.8,0.76,0.521604938271605,0.2797858099062918,0.5384615384615384,0.8270676691729326,0.8151260504201683,0.7417417417417418,0.6979565772669221
74,Duquesne,A10,0.3975155279503104,0.5108695652173914,0.4209115281501341,0.47590361445783147,0.46031746031746035,0.6239669421487603,0.3058823529411765,0.4264705882352944,0.7037037037037037,0.5197740112994351,0.6569767441860466,0.43333333333333335,0.29333333333333333,0.7592592592592595,0.46720214190093706,0.6016483516483515,0.5488721804511281,0.23109243697478998,0.6756756756756759,0.4438058748403576
75,East Carolina,Amer,0.48447204968944035,0.5260869565217392,0.5469168900804293,0.37951807228915646,0.24603174603174593,0.6611570247933883,0.5098039215686274,0.5367647058823533,0.5111111111111111,0.5536723163841808,0.427325581395349,0.23333333333333334,0.18666666666666668,0.1790123456790123,0.38152610441767065,0.7252747252747253,0.33834586466165417,0.5840336134453787,0.4354354354354355,0.3393997445721584
76,East Tennessee St.,SC,0.3850931677018634,0.5260869565217392,0.46648793565683677,0.48795180722891596,0.2857142857142859,0.7396694214876033,0.43137254901960786,0.44117647058823506,0.6222222222222222,0.4689265536723164,0.5087209302325582,0.3666666666666667,0.3866666666666667,0.5030864197530864,0.8273092369477911,0.5467032967032966,0.6015037593984967,0.3151260504201683,0.6336336336336337,0.27043422733077904
77,East Texas A&M,Slnd,0.5279503105590058,0.3021739130434782,0.6461126005361928,0.4277108433734944,0.7936507936507936,0.4256198347107437,0.22745098039215694,0.6911764705882351,0.6962962962962962,0.8192090395480225,0.569767441860465,0.31666666666666665,0.21333333333333337,0.8580246913580247,0.24096385542168675,0.19780219780219777,0.3533834586466167,0.22689075630252153,0.8288288288288288,0.33620689655172414
78,Eastern Illinois,OVC,0.45341614906832284,0.2369565217391305,0.5201072386058985,0.12048192771084354,0.492063492063492,0.5041322314049587,0.42352941176470593,0.4852941176470589,0.7629629629629631,0.536723163841808,0.6627906976744187,0.2833333333333333,0.22666666666666668,0.4629629629629631,0.46050870147255685,0.28846153846153844,0.37593984962406024,0.4327731092436977,0.2702702702702703,0.194125159642401
79,Eastern Kentucky,ASun,0.5465838509316763,0.5869565217391306,0.6407506702412871,0.4578313253012052,0.10317460317460336,0.6033057851239668,0.14901960784313717,0.6029411764705883,0.5407407407407407,0.6666666666666667,0.433139534883721,0.38333333333333336,0.29333333333333333,0.5555555555555556,0.31459170013386883,0.39835164835164827,0.6165413533834587,0.7731092436974794,0.6456456456456459,0.2838441890166028
80,Eastern Michigan,MAC,0.5217391304347831,0.47173913043478266,0.7104557640750673,0.6204819277108435,0.492063492063492,0.49173553719008256,0.42352941176470593,0.6838235294117649,0.5407407407407407,0.5819209039548023,0.627906976744186,0.48333333333333334,0.32,0.25000000000000006,0.38152610441767065,0.49450549450549447,0.6240601503759398,0.6428571428571428,0.5255255255255256,0.23690932311621965
81,Eastern Washington,BSky,0.49689440993788825,0.4173913043478261,0.6782841823056298,0.5301204819277108,0.492063492063492,0.3760330578512395,0.34901960784313735,0.7352941176470584,0.6296296296296298,0.6892655367231639,0.6627906976744187,0.31666666666666665,0.29333333333333333,0.5709876543209877,0.12717536813922356,0.0824175824175824,0.42105263157894735,0.76890756302521,0.5075075075075075,0.3400383141762452
82,Elon,CAA,0.3913043478260869,0.5391304347826089,0.6139410187667562,0.48795180722891596,0.5158730158730159,0.7644628099173553,0.6509803921568627,0.2720588235294117,0.20740740740740748,0.5706214689265536,0.22674418604651164,1.0,1.0,0.5370370370370372,0.5809906291834003,0.32692307692307687,0.4586466165413534,0.7016806722689077,0.6336336336336337,0.26724137931034486
83,Evansville,MVC,0.49689440993788825,0.33913043478260874,0.5040214477211795,0.40361445783132543,0.4126984126984127,0.19834710743801653,0.34901960784313735,0.4264705882352944,0.45925925925925926,0.44067796610169485,0.5145348837209303,0.6833333333333333,0.5066666666666667,0.31790123456790126,0.3949129852744311,0.34340659340659335,0.24060150375939848,0.48319327731092443,0.5975975975975978,0.40804597701149425
84,FIU,CUSA,0.5900621118012417,0.3043478260869563,0.44504021447721165,0.24096385542168708,0.5555555555555555,0.5495867768595041,0.5411764705882351,0.5294117647058822,0.7481481481481482,0.46327683615819226,0.5988372093023255,0.4666666666666667,0.49333333333333335,0.6604938271604939,0.4912985274431058,0.3379120879120879,0.1578947368421053,0.48319327731092443,0.28228228228228236,0.3847381864623244
